dbo,MACRO,68
dbo,MACRO_PROFILE,110
dbo,MARKET,17
dbo,MARKET_PRICE,3602
dbo,MASTER_PROD_SCHED,1
dbo,MASTER_SCHEDULE,11343
dbo,MENU_NAME,1152
dbo,MSchange_tracking_history,54671
dbo,NEXT_NUMBER_GEN,211
dbo,NORMAL_DIST_AREA,400
dbo,NOTATION,28414
dbo,NOTIFICATION_DATA,2897
dbo,NOTIFICATION_EMPLOYEE_DOC,4
dbo,NOTIFICATION_TEMPLATE,27
dbo,NOTIFICATION_TOKEN,677
dbo,OPERATION,2945165
dbo,OPERATION_AUDIT,118158
dbo,OPERATION_BINARY,2874559
dbo,OPERATION_RESOURCE,3538
dbo,OPERATION_SCHED,37421
dbo,OPERATION_TYPE,1
dbo,PART,21196
dbo,PART_ALIAS,6
dbo,PART_ALIAS_TYPE,1
dbo,PART_ALTERNATE,71
dbo,PART_BINARY,3834
dbo,PART_CO_BINARY,2584
dbo,PART_LOCATION,257726
dbo,PART_MFG_BINARY,44
dbo,PART_PLANNER,12
dbo,PART_PO_BINARY,553
dbo,PART_PRICE_GROUP,7
dbo,PART_SITE,21196
dbo,PART_SUBSTITUTE,48
dbo,PART_UNITS_CONV,337
dbo,PART_WAREHOUSE,66059
dbo,PAYABLE,93290
dbo,PAYABLE_CURR,87584
dbo,PAYABLE_LINE,192282
dbo,PAYB_LINE_CURR,175426
dbo,PERSON,450
dbo,PHYS_COUNT_LOC,55276
dbo,PHYS_COUNT_TAG,13225
dbo,PHYS_TRACE_COUNT,14613
dbo,PHYSICAL_COUNT,165
dbo,PLANNED_MATL_REQ,160503
dbo,PLANNED_ORDER,21721
dbo,PLANNING_CALENDAR,4
dbo,PLANNING_FORECAST,171
dbo,PREF_DESCRIPTION,1822
dbo,PREFERENCES,19913
dbo,PRODUCT,91
dbo,PROFILES,55
dbo,PROGRAM_NAME,19494
dbo,PROJECT_TYPE,4
dbo,PRORATED_LABOR_TX,1987134
dbo,PURC_GROUP_USER,1
dbo,PURC_LINE_BINARY,69373
dbo,PURC_LINE_DEL,10777
dbo,PURC_MATL_DETAIL,1186554
dbo,PURC_ORDER_BINARY,2943
dbo,PURC_ORDER_CURR,37431
dbo,PURC_ORDER_LINE,96434
dbo,PURC_REQ_CURR,1
dbo,PURC_REQUISITION,1
dbo,PURC_SERV_DETAIL,61450
dbo,PURCHASE_DIST,192019
dbo,PURCHASE_ORDER,37432
dbo,QRP_CONTROL,21
dbo,QUERY,13
dbo,QUOTE,43
dbo,QUOTE_LINE,40
dbo,QUOTE_LINE_BINARY,2
dbo,QUOTE_OPT_BINARY,2
dbo,QUOTE_ORDER,37
dbo,QUOTE_PRICE,40
dbo,QUOTED_OPTIONS,1
dbo,REASON,4
dbo,RECEIVABLE,273563
dbo,RECEIVABLE_CURR,273554
dbo,RECEIVABLE_DIST,536906
dbo,RECEIVABLE_LINE,519712
dbo,RECEIVER,78170
dbo,RECEIVER_BINARY,57
dbo,RECEIVER_LINE,129225
dbo,RECEIVER_LINE_DEL,20205
dbo,RECVR_LINE_BINARY,12
dbo,REPORT_CAL_MAP,17
dbo,REPORT_CALENDAR,17
dbo,REQ_PART_ALTERNATE,1057248
dbo,REQUEST_FOR_QUOTE,2
dbo,REQUIREMENT,15726418
dbo,REQUIREMENT_BINARY,4498725
dbo,REQUIREMENT_SCHED,209645
dbo,RES_SIMULATION,15
dbo,REVISION_HISTORY,120
dbo,RFQ_LINE,2
dbo,RFQ_VENDOR,2
dbo,RFQ_VENDOR_QUOTE,1
dbo,RFQ_VND_QT_BINARY,1
dbo,RMA,28367
dbo,RMA_BINARY,11868
dbo,RMA_LINE,36661
dbo,RMA_LINE_BINARY,76
dbo,SALES_CODE_ENG,3
dbo,SALES_REP,137
dbo,SALES_TAX,2
dbo,SALES_TAX_GROUP,2
dbo,SALES_TAX_PCT,4
dbo,SCHEDULE,3
dbo,SCHEDULER_RUN_LOG,214
dbo,SELECT_OPT_BINARY,27170
dbo,SELECTED_OPTIONS,13587
dbo,SEMAPHORE,20
dbo,SERIES_MODEL_PART,8
dbo,SERVICE,16
dbo,SERVICE_CHARGE,20
dbo,SERVICE_DISP_LINE,24747
dbo,SERVICE_DISPATCH,24731
dbo,SERVICE_DISPATCHED,24743
dbo,SERVICE_RCVR_DISP,27397
dbo,SERVICE_RECEIPT,28269
dbo,SERVICE_SITE,16
dbo,SETTINGS,125
dbo,SFCloneTableList,23
dbo,SHIFT,22
dbo,SHIFT_DAY,1
dbo,SHIP_VIA,18
dbo,SHIPMENT_DETAIL,5464533
dbo,SHIPMENT_DIST,1270288
dbo,SHIPPER,273967
dbo,SHIPPER_INVOICE,273959
dbo,SHIPPER_LINE,478661
dbo,SHIPPER_LINE_DEL,2
dbo,SHIPTO_ADDRESS,16
dbo,SHOP_GROUP,34
dbo,SHOP_RESOURCE,220
dbo,SHOP_RESOURCE_SITE,220
dbo,SHOP_VIEW,282
dbo,SIMULATION,3
dbo,SITE,1
dbo,SITE_SETTINGS,6
dbo,SIZING,17505
dbo,SLS_TAX_GRP_TAX,1
dbo,SOA_CODE_LIST,1740
dbo,SOA_CODE_MAP,265
dbo,SOA_DIMENSION,122
dbo,SOA_NOUN,57
dbo,SPLIT_TRANS,1002
dbo,SRP_OO_MATERIAL_LIST,505
dbo,SRP_SKU_BUILDABLE_OVERVIEW,539
dbo,STAGE,4
dbo,STATE_PROVINCE,76
dbo,SUPPLIER_PREFERENCES,1
dbo,sysarticlecolumns,15387
dbo,sysarticles,1139
dbo,sysdiagrams,2
dbo,syspublications,1
dbo,sysreplservers,1
dbo,sysschemaarticles,313
dbo,syssubscriptions,1452
dbo,T_ABC_PART,15
dbo,T_NORMAL_DIST,81
dbo,T_SEC_APPROX_K1,81
dbo,TABLE_LIST,947
dbo,TASK,88
dbo,TASK_BINARY,34
dbo,TASK_REJ_CODES,3
dbo,TERMS,79
dbo,TERMS_INST,2
dbo,TERRITORY,18
dbo,TEST_ABC,7073
dbo,TL_101421,1
dbo,TL_102521,31
dbo,TL_11042025,3
dbo,TL_11212022,1
dbo,TL_282023,1
dbo,TMP_GLEN_2925,7466
dbo,TMP_PART_PLANNING,1541
dbo,TMP_SYSA_2536,237
dbo,TMP_SYSA_399,98
dbo,TMP_SYSA_4736,86
dbo,TMPVS,12702
dbo,TOOLBAR,90
dbo,TRACE,1007071
dbo,TRACE_HISTORY,55019
dbo,TRACE_INV_TRANS,2525489
dbo,TRACE_NUMBERING,1
dbo,TRACE_PROFILE,4926
dbo,TRANS_CATEGORY,1
dbo,UDF_LAYOUT,5
dbo,UNITS,23
dbo,UNITS_CONVERSION,29
dbo,UOM_CATEGORY,10
dbo,USAGE_ANALYSIS,6773
dbo,USER_DEF_FIELDS,1804264
dbo,USER_DIM_PROC_PRI,98
dbo,USER_DIMENSION_SETUP,2
dbo,USER_FLD_AUTHORITY,55
dbo,USER_MNU_AUTHORITY,981
dbo,USER_PGM_AUTHORITY,5332
dbo,USER_PROFILE,2320
dbo,USER_SITE,1117
dbo,V_ACCOUNT,12457
dbo,V_ACCT_SALESREP,1
dbo,V_ACCT_TYPE,3
dbo,V_ADDRESS,514
dbo,V_ADMIN,131
dbo,V_ANNUAL_SALES,9
dbo,V_CONTACT,8476
dbo,V_COUNTY_CODE,3088
dbo,V_EMP_MATRIX,429
dbo,V_EMPLOYEE,429
dbo,V_FILTER,5
dbo,V_GRID_LAYOUT,2787
dbo,V_HISTORY,24
dbo,V_HISTORY_TYPE,5
dbo,V_INDUSTRY_CODES,1005
dbo,V_INST,1
dbo,V_INST_LINE,1
dbo,V_LEAD_SOURCE,5
dbo,V_MERGE_DOCS,3
dbo,V_MISC_FIELDS,1
dbo,V_NAVBAR,207
dbo,V_PRIORITY,3
dbo,V_RIGHTS,6652
dbo,V_RPT,12
dbo,V_RPT_OPT,58
dbo,V_RPT_USER_OPT,2
dbo,V_SALES_ACTIVITY,4
dbo,V_SALES_PLAN,2
dbo,V_SALES_STAGE,1
dbo,V_TASK,23
dbo,V_TASK_CATEGORY,4
dbo,V_TASK_CONTACT,2
dbo,V_USER,21
dbo,V_USER_DEF_LIST,8
dbo,V_USER_DEFINED,1
dbo,V_VERSION,1
dbo,VEND_CONTACT,1403
dbo,VENDOR,2462
dbo,VENDOR_ADDRESS,6
dbo,VENDOR_BANK,2
dbo,VENDOR_BINARY,2
dbo,VENDOR_CONTACT,545
dbo,VENDOR_ENTITY,2462
dbo,VENDOR_PART,3240
dbo,VENDOR_QUOTE,1510
dbo,VENDOR_SYNC,3542
dbo,VMDI_ACK_CODES,13
dbo,VMDI_ASSOC,1
dbo,VMDI_DATA,317
dbo,VMDI_LAYOUT,9
dbo,VMDI_SPECIAL_COLS,95
dbo,VMDI_TABLE,65
dbo,VR_DATA_SOURCE,1
dbo,VR_DATA_SOURCE_COLUMN,6
dbo,VR_DATA_SOURCE_TABLE,4
dbo,VR_PROPERTY,1
dbo,VR_RECEIVABLE_HDR,160481
dbo,VS_WO_ACT_COST,28212
dbo,VS_WO_ACT_COST_TEMP,3
dbo,WAREHOUSE,13
dbo,WEB_SESSION,269
dbo,WIP_BALANCE,212604
dbo,WIP_ISSUE_DETAIL,54157982
dbo,WIP_ISSUE_DIST,7218779
dbo,WIP_LABOR_DETAIL,8504941
dbo,WIP_RECEIPT_DETAIL,1676896
dbo,WIP_RECEIPT_DIST,6180517
dbo,WIP_SERVICE_DETAIL,45970
dbo,WIP_SPLIT_DETAIL,3129
dbo,WO_SCH_PRIORITY,11600
dbo,WORK_ORDER,716448
dbo,WORK_ORDER_SCHED,11605
dbo,WORKFLOW,9
dbo,WORKFLOW_EVENT,2
dbo,WORKORDER_AUDIT,20469
dbo,WORKORDER_BINARY,206312
dbo,Z_BUDGET,1153
dbo,Z_BUDGET_CC,13664
dbo,Z_BUDGET_CC_BACKUP,8036
dbo,z_COUNTRY_CODES,240
dbo,z_CUST_SVC_CALL_LOG,6
dbo,Z_CUSTOMER_INV_DATA,211590
dbo,Z_CUSTOMER_SALES,206788
dbo,Z_FAILURE_MODE,36
dbo,Z_FAMILY_ALIAS,56
dbo,Z_FAMILY_ROLLUP,15
dbo,Z_GL_MAPPING,1531
dbo,z_HISTORICAL_WHERE_USED,55350
dbo,z_INTL_ORDERS,15
dbo,Z_LABOR_TICKET_PART_LIST,11761
dbo,Z_LABOR_TICKET_RESOURCE_LIST,73
dbo,z_MACRO_FUNCTION,41
dbo,z_OVERRIDES,73
dbo,z_PURC_ORDER_LINE_ACCTS,1
dbo,z_QUERY_RESULT_HIST,3802
dbo,z_REGIONS,53
dbo,z_SALES_GOALS,1132
dbo,Z_TUNNEL_RESULTS,47354
dbo,Z_UPC,13000
dbo,Z_UPS_SHIPMENTS,134200
dbo,z_US_ZIP_CODES,42613
